Well;Depth;GR;NPHI;RHOB;PEF;DT;RD_LOG;VSH;SW;KLOGH;PHIF;PHID;N-D;Cluster_all;PCA_1;PCA_2;Id_discreto;Lithofacies
F-4;3286.75;43.3407;0.1707;2.5150;3.9758;73.6875;1.1133;0.264;0.614;2.192;0.108;0.077;0.094;3;-2.8198;-0.9037;1;F-TIDAL BAR
F-4;3287.00;42.9715;0.1461;2.5941;6.1822;69.7314;1.0454;0.265;0.931;0.768;0.053;0.032;0.114;3;-3.9773;-3.0052;1;F-TIDAL BAR
F-4;3287.25;38.9802;0.1244;2.6195;6.2284;62.1469;0.9058;0.243;1.000;0.626;0.011;0.017;0.107;3;-5.1012;-3.1885;1;F-TIDAL BAR
F-4;3287.50;34.9889;0.1026;2.6450;6.3928;54.5624;0.6988;0.220;1.000;1.092;0.006;0.003;0.100;3;-6.2271;-3.5481;1;F-TIDAL BAR
F-4;3287.75;37.4895;0.1093;2.5806;6.2468;58.6011;0.6328;0.202;1.000;1.665;0.007;0.040;0.070;3;-5.4044;-3.4797;1;F-TIDAL BAR
F-4;3288.00;39.9901;0.1161;2.5163;5.3114;62.6398;0.5549;0.220;1.000;1.979;0.042;0.076;0.040;3;-4.5807;-2.6965;1;F-TIDAL BAR
F-4;3288.25;47.1215;0.1547;2.5306;4.7554;72.9546;0.5030;0.255;0.572;3.409;0.120;0.068;0.086;3;-3.1994;-2.2357;1;F-TIDAL BAR
F-4;3288.50;54.2528;0.1933;2.5448;5.1439;83.2694;0.4440;0.304;0.828;0.455;0.075;0.060;0.133;3;-1.8174;-2.6550;1;F-TIDAL BAR
F-4;3288.75;51.3280;0.2037;2.5232;5.8627;78.9105;0.4008;0.341;0.996;0.104;0.049;0.072;0.131;3;-1.9219;-3.3608;1;F-TIDAL BAR
F-4;3289.00;48.4032;0.2141;2.5017;4.1926;74.5517;0.3528;0.317;0.972;0.387;0.084;0.085;0.129;3;-2.0270;-1.8708;1;F-TIDAL BAR
F-4;3289.25;46.9698;0.1976;2.4940;5.6434;75.6768;0.3296;0.289;1.000;0.721;0.084;0.089;0.108;3;-2.1284;-3.2301;1;F-TIDAL BAR
F-4;3289.50;45.5365;0.1811;2.4863;5.0955;76.8018;0.3050;0.292;1.000;0.632;0.080;0.094;0.088;3;-2.2299;-2.7504;1;F-TIDAL BAR
F-4;3289.75;46.7907;0.1887;2.4865;4.7168;77.9720;0.3505;0.268;1.000;1.534;0.096;0.093;0.095;3;-2.0172;-2.3551;1;F-TIDAL BAR
F-4;3290.00;48.0449;0.1963;2.4868;3.8159;79.1422;0.3916;0.270;1.000;1.486;0.096;0.093;0.103;3;-1.8051;-1.4840;1;F-TIDAL BAR
F-4;3290.25;41.9786;0.1596;2.5332;3.9593;72.8950;0.4961;0.278;0.946;1.014;0.087;0.067;0.093;3;-3.1576;-1.5112;1;F-TIDAL BAR
F-4;3290.50;35.9123;0.1229;2.5796;4.9918;66.6478;0.5802;0.235;1.000;1.832;0.057;0.040;0.083;3;-4.5100;-2.3768;1;F-TIDAL BAR
F-4;3290.75;28.9161;0.0981;2.5851;5.9091;62.3818;0.6358;0.174;1.000;4.584;0.023;0.037;0.061;4;-5.2834;-3.1636;7;F-OFFSHORE
F-4;3291.00;21.9199;0.0733;2.5906;5.6177;58.1159;0.6852;0.132;0.765;19.414;0.035;0.034;0.039;4;-6.0568;-2.8348;7;F-OFFSHORE
F-4;3291.25;26.4726;0.0814;2.4822;5.1180;60.7653;0.7397;0.122;0.593;37.883;0.065;0.096;-0.014;4;-5.0751;-2.3065;7;F-OFFSHORE
F-4;3291.50;31.0253;0.0896;2.3739;4.7920;63.4148;0.7882;0.147;0.576;23.048;0.072;0.158;-0.068;4;-4.0924;-1.9680;7;F-OFFSHORE
F-4;3291.75;32.9377;0.1016;2.4790;3.8857;64.2311;0.7805;0.188;0.376;30.204;0.144;0.098;0.004;4;-4.4519;-1.1360;7;F-OFFSHORE
F-4;3292.00;34.8501;0.1136;2.5840;3.7867;65.0473;0.7726;0.205;0.616;18.927;0.130;0.038;0.076;4;-4.8107;-1.0608;7;F-OFFSHORE
F-4;3292.25;33.9278;0.1332;2.5450;5.9452;71.0667;0.8401;0.200;1.000;2.553;0.028;0.060;0.073;4;-3.7826;-2.9925;7;F-OFFSHORE
F-4;3292.50;33.0055;0.1529;2.5059;4.5464;77.0860;0.8986;0.192;0.889;5.790;0.053;0.082;0.071;0;-2.7524;-1.6430;7;F-OFFSHORE
F-4;3292.75;27.4953;0.1790;2.3253;3.8159;81.2015;1.1160;0.182;0.630;74.165;0.178;0.186;-0.007;3;-0.9828;-0.7022;7;F-OFFSHORE
F-4;3293.00;21.9851;0.2051;2.1447;3.0162;85.3171;1.2602;0.146;0.214;631.766;0.244;0.289;-0.084;5;0.7869;0.5786;3;F-TIDAL CHANNEL
F-4;3293.25;19.8062;0.2131;2.1291;2.8354;89.2687;1.3658;0.117;0.092;1995.342;0.271;0.298;-0.085;5;1.3302;1.8274;3;F-TIDAL CHANNEL
F-4;3293.50;17.6274;0.2211;2.1134;2.7695;93.2204;1.4506;0.103;0.085;3243.372;0.280;0.307;-0.086;5;1.8741;2.8667;3;F-TIDAL CHANNEL
F-4;3293.75;17.3884;0.2219;2.1410;2.7215;90.6688;1.4553;0.088;0.066;4300.790;0.275;0.291;-0.069;5;1.5058;3.6724;3;F-TIDAL CHANNEL
F-4;3294.00;17.1495;0.2226;2.1687;2.7631;88.1172;1.4599;0.087;0.080;3933.664;0.268;0.275;-0.052;5;1.1354;3.3760;3;F-TIDAL CHANNEL
F-4;3294.25;18.5768;0.2198;2.1490;2.7863;87.4685;1.4294;0.092;0.092;4007.649;0.276;0.286;-0.066;5;1.1553;3.3768;3;F-TIDAL CHANNEL
F-4;3294.50;20.0042;0.2171;2.1293;2.7735;86.8198;1.3965;0.101;0.101;2931.305;0.272;0.298;-0.080;5;1.1767;2.5851;3;F-TIDAL CHANNEL
F-4;3294.75;19.7386;0.2127;2.1382;2.9292;88.3591;1.4149;0.109;0.104;2523.005;0.274;0.292;-0.080;5;1.1932;2.1681;3;F-TIDAL CHANNEL
F-4;3295.00;19.4729;0.2084;2.1471;2.9052;89.8984;1.4325;0.106;0.106;2538.448;0.270;0.287;-0.079;5;1.2113;2.2190;3;F-TIDAL CHANNEL
F-4;3295.25;19.1711;0.2124;2.1530;2.7802;90.6325;1.4506;0.106;0.107;2295.091;0.265;0.284;-0.072;5;1.2981;2.1781;3;F-TIDAL CHANNEL
F-4;3295.50;18.8692;0.2165;2.1589;2.7411;91.3665;1.4679;0.101;0.108;2416.360;0.262;0.281;-0.064;5;1.3864;2.3184;3;F-TIDAL CHANNEL
F-4;3295.75;18.6165;0.2141;2.1604;2.7923;92.7408;1.4856;0.098;0.107;2958.029;0.267;0.280;-0.066;5;1.4607;2.6767;3;F-TIDAL CHANNEL
F-4;3296.00;18.3637;0.2118;2.1620;2.7898;94.1152;1.5026;0.098;0.107;2898.016;0.267;0.279;-0.067;5;1.5359;2.6532;3;F-TIDAL CHANNEL
F-4;3296.25;18.4480;0.2123;2.1614;2.7876;93.9509;1.5307;0.099;0.110;2543.946;0.260;0.279;-0.067;5;1.5327;2.4301;3;F-TIDAL CHANNEL
F-4;3296.50;18.5322;0.2128;2.1608;2.7940;93.7866;1.5572;0.102;0.109;2689.014;0.268;0.280;-0.067;5;1.5294;2.5547;3;F-TIDAL CHANNEL
F-4;3296.75;19.4060;0.2100;2.1878;2.7959;92.5222;1.5566;0.102;0.113;2291.463;0.258;0.264;-0.054;5;1.2251;2.2679;3;F-TIDAL CHANNEL
F-4;3297.00;20.2799;0.2071;2.2149;2.9391;91.2579;1.5560;0.107;0.120;1464.264;0.242;0.249;-0.042;5;0.9187;1.5434;3;F-TIDAL CHANNEL
F-4;3297.25;18.7048;0.2113;2.1775;2.8407;91.9690;1.5442;0.096;0.126;2385.317;0.250;0.270;-0.059;5;1.2546;2.2813;3;F-TIDAL CHANNEL
F-4;3297.50;17.1296;0.2155;2.1400;2.7434;92.6802;1.5320;0.092;0.123;3253.449;0.264;0.291;-0.076;5;1.5912;2.9799;3;F-TIDAL CHANNEL
F-4;3297.75;18.5301;0.2158;2.1291;2.7763;95.4729;1.5142;0.095;0.120;3867.793;0.277;0.298;-0.082;5;1.9018;3.3714;3;F-TIDAL CHANNEL
F-4;3298.00;19.9306;0.2160;2.1181;2.7712;98.2656;1.4956;0.096;0.117;3890.210;0.280;0.304;-0.088;5;2.2116;3.3734;3;F-TIDAL CHANNEL
F-4;3298.25;19.2613;0.2230;2.1422;2.8995;96.5630;1.4775;0.108;0.117;2874.215;0.279;0.290;-0.067;5;2.0262;2.5098;3;F-TIDAL CHANNEL
F-4;3298.50;18.5920;0.2300;2.1663;2.9013;94.8605;1.4585;0.107;0.114;2689.100;0.274;0.276;-0.046;5;1.8408;2.3566;3;F-TIDAL CHANNEL
F-4;3298.75;19.1747;0.2229;2.1572;2.7604;94.6063;1.4488;0.100;0.125;2748.968;0.267;0.282;-0.059;5;1.7692;2.5194;3;F-TIDAL CHANNEL
F-4;3299.00;19.7575;0.2158;2.1480;2.8107;94.3521;1.4389;0.104;0.133;2317.090;0.263;0.287;-0.071;5;1.6981;2.1540;3;F-TIDAL CHANNEL
F-4;3299.25;19.2160;0.2173;2.1465;2.8044;93.8310;1.4112;0.097;0.126;3435.109;0.273;0.288;-0.070;5;1.6828;2.9321;3;F-TIDAL CHANNEL
F-4;3299.50;18.6744;0.2188;2.1449;2.7765;93.3099;1.3817;0.101;0.126;3166.254;0.275;0.289;-0.070;5;1.6680;2.7356;3;F-TIDAL CHANNEL
F-4;3299.75;17.1594;0.2123;2.1646;2.8738;92.3375;1.3729;0.108;0.130;2411.662;0.270;0.277;-0.065;5;1.3728;2.0971;3;F-TIDAL CHANNEL
F-4;3300.00;15.6444;0.2059;2.1842;2.7464;91.3651;1.3640;0.087;0.135;3346.730;0.259;0.266;-0.060;5;1.0796;2.8747;3;F-TIDAL CHANNEL
F-4;3300.25;17.3242;0.2086;2.1794;2.8608;90.4586;1.4182;0.083;0.136;3311.535;0.253;0.269;-0.060;5;1.0717;2.7987;3;F-TIDAL CHANNEL
F-4;3300.50;19.0040;0.2113;2.1745;2.8330;89.5522;1.4664;0.103;0.134;2241.489;0.260;0.272;-0.060;5;1.0643;2.1071;3;F-TIDAL CHANNEL
F-4;3300.75;19.4871;0.2035;2.1798;2.9409;90.3448;1.4584;0.106;0.128;1943.042;0.256;0.269;-0.065;5;0.9892;1.7861;3;F-TIDAL CHANNEL
F-4;3301.00;19.9702;0.1956;2.1851;2.9045;91.1374;1.4502;0.105;0.122;1804.510;0.250;0.266;-0.070;5;0.9126;1.7122;3;F-TIDAL CHANNEL
F-4;3301.25;19.8670;0.2006;2.2016;2.8877;88.4081;1.4064;0.103;0.141;1849.587;0.249;0.256;-0.056;5;0.6546;1.7158;3;F-TIDAL CHANNEL
F-4;3301.50;19.7638;0.2056;2.2181;2.9259;85.6789;1.3576;0.106;0.155;1551.318;0.244;0.247;-0.041;5;0.3966;1.4180;3;F-TIDAL CHANNEL
F-4;3301.75;19.0535;0.1926;2.2473;2.9271;86.1672;1.2932;0.107;0.159;1358.855;0.238;0.230;-0.038;5;0.0791;1.2142;3;F-TIDAL CHANNEL
F-4;3302.00;18.3433;0.1796;2.2765;2.9125;86.6555;1.2176;0.102;0.268;1016.911;0.215;0.213;-0.034;5;-0.2384;0.9068;3;F-TIDAL CHANNEL
F-4;3302.25;18.4066;0.1848;2.2497;3.1936;86.5163;1.2890;0.098;0.262;1094.250;0.213;0.229;-0.044;5;-0.0195;0.7752;3;F-TIDAL CHANNEL
F-4;3302.50;18.4699;0.1900;2.2229;2.9888;86.3770;1.3503;0.100;0.194;1325.391;0.227;0.244;-0.054;5;0.1994;1.1910;3;F-TIDAL CHANNEL
F-4;3302.75;16.7912;0.1819;2.2100;2.8456;85.1133;1.3682;0.093;0.192;1848.616;0.236;0.251;-0.070;5;0.0441;1.7154;3;F-TIDAL CHANNEL
F-4;3303.00;15.1125;0.1738;2.1972;2.8303;83.8497;1.3854;0.082;0.160;2533.601;0.237;0.259;-0.085;5;-0.1118;2.2370;3;F-TIDAL CHANNEL
F-4;3303.25;15.7867;0.1764;2.1915;2.8553;83.9277;1.4585;0.080;0.122;2650.889;0.237;0.262;-0.086;5;-0.0330;2.3716;3;F-TIDAL CHANNEL
F-4;3303.50;16.4609;0.1790;2.1858;2.8231;84.0056;1.5211;0.087;0.115;2203.063;0.236;0.265;-0.086;5;0.0458;2.1438;3;F-TIDAL CHANNEL
F-4;3303.75;17.2764;0.1753;2.2045;2.8225;85.6429;1.5744;0.086;0.111;2353.455;0.238;0.255;-0.079;5;0.0263;2.3057;3;F-TIDAL CHANNEL
F-4;3304.00;18.0920;0.1715;2.2232;2.8414;87.2802;1.6218;0.093;0.109;1614.248;0.228;0.244;-0.072;5;0.0054;1.8070;3;F-TIDAL CHANNEL
F-4;3304.25;18.3018;0.1725;2.2164;2.8162;86.6639;1.6680;0.099;0.126;1385.996;0.228;0.248;-0.075;5;0.0065;1.7134;3;F-TIDAL CHANNEL
F-4;3304.50;18.5117;0.1735;2.2095;2.8093;86.0477;1.7098;0.101;0.111;1374.101;0.231;0.252;-0.078;5;0.0083;1.7533;3;F-TIDAL CHANNEL
F-4;3304.75;16.6769;0.1685;2.2272;2.8700;85.2441;1.7306;0.086;0.110;1738.082;0.222;0.242;-0.073;5;-0.2395;1.9789;3;F-TIDAL CHANNEL
F-4;3305.00;14.8422;0.1636;2.2450;3.2234;84.4406;1.7505;0.078;0.110;1859.737;0.214;0.231;-0.068;5;-0.4865;1.7605;3;F-TIDAL CHANNEL
F-4;3305.25;14.4005;0.1650;2.2378;3.1846;84.0549;1.7822;0.077;0.104;1941.161;0.215;0.236;-0.071;5;-0.4584;1.8865;3;F-TIDAL CHANNEL
F-4;3305.50;13.9588;0.1665;2.2307;2.8642;83.6692;1.8117;0.075;0.099;2261.703;0.220;0.240;-0.073;5;-0.4296;2.4407;3;F-TIDAL CHANNEL
F-4;3305.75;14.2696;0.1621;2.2298;2.8623;84.0549;1.8289;0.070;0.097;2587.050;0.221;0.240;-0.078;5;-0.4546;2.6926;3;F-TIDAL CHANNEL
F-4;3306.00;14.5803;0.1577;2.2289;2.7747;84.4406;1.8454;0.069;0.094;2619.754;0.221;0.241;-0.083;5;-0.4797;2.8133;3;F-TIDAL CHANNEL
F-4;3306.25;15.7241;0.1496;2.2369;3.0331;84.8468;1.8497;0.071;0.095;2149.744;0.212;0.236;-0.086;5;-0.6069;2.2433;3;F-TIDAL CHANNEL
F-4;3306.50;16.8679;0.1415;2.2448;3.1708;85.2530;1.8539;0.083;0.094;1514.448;0.210;0.232;-0.090;5;-0.7335;1.6660;3;F-TIDAL CHANNEL
F-4;3306.75;16.7977;0.1475;2.2349;3.2610;83.6488;1.8566;0.099;0.094;989.520;0.209;0.237;-0.090;5;-0.7272;1.2100;3;F-TIDAL CHANNEL
F-4;3307.00;16.7274;0.1535;2.2249;3.1061;82.0446;1.8592;0.093;0.094;1179.508;0.211;0.243;-0.089;5;-0.7203;1.4912;3;F-TIDAL CHANNEL
F-4;3307.25;16.4483;0.1564;2.2174;3.1212;82.6687;1.8592;0.088;0.091;1539.015;0.218;0.247;-0.091;5;-0.5814;1.7346;3;F-TIDAL CHANNEL
F-4;3307.50;16.1693;0.1593;2.2098;2.7115;83.2927;1.8592;0.084;0.090;1874.217;0.223;0.252;-0.092;5;-0.4419;2.3518;3;F-TIDAL CHANNEL
F-4;3307.75;17.4201;0.1572;2.2102;2.7063;84.4781;1.8397;0.088;0.090;1731.013;0.225;0.251;-0.094;5;-0.3704;2.2345;3;F-TIDAL CHANNEL
F-4;3308.00;18.6709;0.1551;2.2105;2.8733;85.6634;1.8194;0.098;0.091;1338.664;0.224;0.251;-0.096;5;-0.2983;1.7794;3;F-TIDAL CHANNEL
F-4;3308.25;19.2077;0.1609;2.2067;2.7755;85.3845;1.8028;0.096;0.093;1527.964;0.229;0.253;-0.092;5;-0.2149;1.9883;3;F-TIDAL CHANNEL
F-4;3308.50;19.7444;0.1667;2.2028;2.8932;85.1056;1.7856;0.102;0.094;1350.855;0.230;0.256;-0.089;5;-0.1309;1.7358;3;F-TIDAL CHANNEL
F-4;3308.75;20.7989;0.1735;2.2052;2.8856;85.7497;1.7589;0.110;0.095;1165.655;0.234;0.254;-0.081;5;0.0117;1.5833;3;F-TIDAL CHANNEL
F-4;3309.00;21.8533;0.1803;2.2076;2.8851;86.3939;1.7305;0.117;0.097;944.305;0.232;0.253;-0.073;5;0.1543;1.3968;3;F-TIDAL CHANNEL
F-4;3309.25;19.4293;0.1772;2.2018;2.9095;87.1322;1.6957;0.116;0.100;966.002;0.232;0.256;-0.079;5;0.2019;1.3548;3;F-TIDAL CHANNEL
F-4;3309.50;17.0053;0.1742;2.1959;2.9022;87.8705;1.6578;0.098;0.103;1581.754;0.234;0.259;-0.085;5;0.2515;1.7640;3;F-TIDAL CHANNEL
F-4;3309.75;16.7198;0.1662;2.2170;2.8476;87.3042;1.6149;0.090;0.108;1829.225;0.231;0.247;-0.081;5;-0.0364;1.9482;3;F-TIDAL CHANNEL
F-4;3310.00;16.4342;0.1583;2.2382;2.9207;86.7380;1.5672;0.088;0.115;1568.648;0.220;0.235;-0.077;5;-0.3234;1.6463;3;F-TIDAL CHANNEL
F-4;3310.25;17.4975;0.1577;2.2441;3.2013;85.0964;1.5072;0.084;0.118;1361.299;0.207;0.232;-0.074;5;-0.5058;1.1791;3;F-TIDAL CHANNEL
F-4;3310.50;18.5608;0.1571;2.2501;3.1231;83.4548;1.4376;0.085;0.124;1338.749;0.207;0.229;-0.071;5;-0.6888;1.1648;3;F-TIDAL CHANNEL
F-4;3310.75;21.6196;0.1606;2.2683;3.1717;82.2984;1.4016;0.103;0.128;903.662;0.209;0.218;-0.058;5;-0.8372;0.7724;3;F-TIDAL CHANNEL
F-4;3311.00;24.6783;0.1642;2.2865;3.0836;81.1420;1.3624;0.127;0.143;442.579;0.205;0.208;-0.044;5;-0.9841;0.4841;3;F-TIDAL CHANNEL
F-4;3311.25;29.9112;0.1751;2.2599;3.1479;81.6060;1.3261;0.145;0.154;274.247;0.204;0.223;-0.048;5;-0.6219;0.2678;3;F-TIDAL CHANNEL
F-4;3311.50;35.1440;0.1861;2.2332;2.7664;82.0700;1.2865;0.181;0.178;144.335;0.220;0.238;-0.052;5;-0.2577;0.4863;3;F-TIDAL CHANNEL
F-4;3311.75;36.7084;0.1832;2.2454;2.6186;84.4410;1.2681;0.221;0.191;57.409;0.224;0.231;-0.048;5;-0.1634;0.5417;3;F-TIDAL CHANNEL
F-4;3312.00;38.2728;0.1803;2.2576;2.6706;86.8120;1.2489;0.228;0.210;43.745;0.221;0.224;-0.044;5;-0.0690;0.4647;3;F-TIDAL CHANNEL
F-4;3312.25;38.6364;0.1866;2.2531;2.8187;87.3331;1.2221;0.223;0.210;49.178;0.220;0.227;-0.040;5;0.0943;0.3051;3;F-TIDAL CHANNEL
F-4;3312.50;39.0001;0.1929;2.2486;2.9766;87.8542;1.1936;0.229;0.227;50.356;0.230;0.229;-0.036;1;0.2577;0.1319;4;F-MOUTHBAR
F-4;3312.75;36.6002;0.1894;2.2476;3.0038;87.2256;1.1633;0.227;0.235;46.086;0.222;0.230;-0.041;3;0.1540;0.0732;4;F-MOUTHBAR
F-4;3313.00;34.2003;0.1858;2.2465;2.8888;86.5970;1.1308;0.210;0.212;59.442;0.212;0.231;-0.045;1;0.0494;0.1560;4;F-MOUTHBAR
F-4;3313.25;33.2615;0.1873;2.2270;3.0817;83.4267;1.1155;0.194;0.170;107.660;0.222;0.242;-0.054;3;-0.0909;-0.0026;4;F-MOUTHBAR
F-4;3313.50;32.3227;0.1887;2.2074;3.0335;80.2563;1.0997;0.188;0.177;150.725;0.231;0.253;-0.064;6;-0.2320;0.0567;4;F-MOUTHBAR
F-4;3313.75;30.2738;0.1804;2.2452;3.0713;85.1087;1.0778;0.191;0.187;157.732;0.239;0.231;-0.051;6;-0.1572;0.0048;4;F-MOUTHBAR
F-4;3314.00;28.2248;0.1722;2.2830;3.1327;89.9612;1.0547;0.184;0.202;144.256;0.224;0.210;-0.038;6;-0.0809;-0.0846;4;F-MOUTHBAR
F-4;3314.25;28.1152;0.1814;2.2751;3.1333;85.7116;1.0491;0.159;0.205;187.012;0.204;0.214;-0.033;6;-0.2676;-0.0602;4;F-MOUTHBAR
F-4;3314.50;28.0057;0.1907;2.2672;3.3350;81.4621;1.0434;0.152;0.190;225.116;0.203;0.219;-0.028;6;-0.4528;-0.2245;4;F-MOUTHBAR
F-4;3314.75;30.4417;0.1975;2.2675;3.3474;84.0598;1.0082;0.161;0.193;254.777;0.223;0.219;-0.021;3;-0.1272;-0.2501;4;F-MOUTHBAR
F-4;3315.00;32.8776;0.2044;2.2679;3.3693;86.6576;0.9698;0.180;0.209;160.613;0.225;0.218;-0.014;6;0.1993;-0.3764;4;F-MOUTHBAR
F-4;3315.25;32.1150;0.2032;2.2605;3.3490;86.9647;0.9409;0.193;0.240;112.035;0.223;0.223;-0.019;6;0.2497;-0.4215;4;F-MOUTHBAR
F-4;3315.50;31.3524;0.2019;2.2530;3.4289;87.2718;0.9098;0.185;0.265;145.249;0.226;0.227;-0.025;6;0.2992;-0.5027;4;F-MOUTHBAR
F-4;3315.75;31.4358;0.2086;2.2664;3.4701;87.1032;0.8490;0.182;0.278;151.661;0.224;0.219;-0.011;6;0.3049;-0.5973;4;F-MOUTHBAR
F-4;3316.00;31.5192;0.2153;2.2798;3.5560;86.9347;0.7782;0.178;0.297;146.973;0.217;0.212;0.004;6;0.3106;-0.7511;4;F-MOUTHBAR
F-4;3316.25;31.9937;0.2113;2.2642;3.4599;87.3409;0.7682;0.187;0.314;135.750;0.225;0.220;-0.009;6;0.3785;-0.6807;4;F-MOUTHBAR
F-4;3316.50;32.4682;0.2073;2.2487;3.1826;87.7470;0.7579;0.194;0.314;124.555;0.231;0.229;-0.022;6;0.4457;-0.4437;4;F-MOUTHBAR
F-4;3316.75;35.5171;0.2058;2.2625;3.2896;87.2876;0.7283;0.186;0.316;146.842;0.228;0.221;-0.016;6;0.3100;-0.5561;4;F-MOUTHBAR
F-4;3317.00;38.5660;0.2043;2.2763;3.3869;86.8282;0.6966;0.208;0.324;81.746;0.224;0.214;-0.009;6;0.1743;-0.7242;4;F-MOUTHBAR
F-4;3317.25;40.4912;0.2156;2.2515;3.2085;87.6772;0.6948;0.242;0.328;31.278;0.223;0.228;-0.012;6;0.5590;-0.5979;4;F-MOUTHBAR
F-4;3317.50;42.4164;0.2270;2.2268;3.1772;88.5262;0.6930;0.253;0.319;29.918;0.236;0.242;-0.015;6;0.9447;-0.5718;4;F-MOUTHBAR
F-4;3317.75;41.4993;0.2348;2.2115;3.2167;89.4171;0.6807;0.251;0.323;38.039;0.246;0.251;-0.016;6;1.2219;-0.6148;4;F-MOUTHBAR
F-4;3318.00;40.5821;0.2425;2.1962;3.2585;90.3081;0.6681;0.246;0.312;49.256;0.252;0.259;-0.017;6;1.4977;-0.6579;4;F-MOUTHBAR
F-4;3318.25;41.0455;0.2373;2.1930;3.3784;91.5058;0.6647;0.234;0.300;83.532;0.264;0.261;-0.024;6;1.5445;-0.7473;4;F-MOUTHBAR
F-4;3318.50;41.5090;0.2321;2.1898;3.3644;92.7035;0.6613;0.233;0.297;89.884;0.266;0.263;-0.031;6;1.5913;-0.7332;4;F-MOUTHBAR
F-4;3318.75;41.7353;0.2377;2.1882;3.3346;92.6090;0.6627;0.250;0.299;55.327;0.265;0.264;-0.026;6;1.6744;-0.7291;4;F-MOUTHBAR
F-4;3319.00;41.9617;0.2433;2.1866;3.3108;92.5145;0.6642;0.251;0.296;55.512;0.266;0.265;-0.022;6;1.7575;-0.7056;4;F-MOUTHBAR
F-4;3319.25;39.4466;0.2469;2.1776;3.3781;93.6960;0.6602;0.237;0.290;77.636;0.265;0.270;-0.023;6;1.9593;-0.7557;4;F-MOUTHBAR
F-4;3319.50;36.9316;0.2504;2.1687;3.3993;94.8774;0.6563;0.219;0.278;155.284;0.277;0.275;-0.025;6;2.1590;-0.7236;4;F-MOUTHBAR
F-4;3319.75;36.6640;0.2515;2.1695;3.3924;95.4849;0.6598;0.218;0.279;152.115;0.274;0.275;-0.023;6;2.2222;-0.7160;4;F-MOUTHBAR
F-4;3320.00;36.3965;0.2526;2.1703;3.3514;96.0924;0.6633;0.214;0.277;169.161;0.275;0.274;-0.022;6;2.2855;-0.6625;4;F-MOUTHBAR
F-4;3320.25;35.6152;0.2448;2.1819;3.3447;95.8375;0.6664;0.207;0.280;195.565;0.273;0.267;-0.023;6;2.0813;-0.6343;4;F-MOUTHBAR
F-4;3320.50;34.8339;0.2370;2.1935;3.2480;95.5826;0.6694;0.201;0.278;236.273;0.275;0.261;-0.024;6;1.8772;-0.5131;4;F-MOUTHBAR
F-4;3320.75;37.3271;0.2305;2.1967;3.3116;94.2700;0.6746;0.215;0.291;128.946;0.261;0.259;-0.029;6;1.6555;-0.6433;4;F-MOUTHBAR
F-4;3321.00;39.8202;0.2241;2.1999;3.1470;92.9573;0.6796;0.232;0.299;73.441;0.255;0.257;-0.033;6;1.4352;-0.5264;4;F-MOUTHBAR
F-4;3321.25;38.6331;0.2248;2.2025;3.1444;92.7112;0.6893;0.222;0.299;95.784;0.255;0.256;-0.031;6;1.4070;-0.4982;4;F-MOUTHBAR
F-4;3321.50;37.4460;0.2255;2.2051;3.1643;92.4651;0.6988;0.214;0.303;116.499;0.254;0.254;-0.029;6;1.3787;-0.4921;4;F-MOUTHBAR
F-4;3321.75;39.0833;0.2222;2.2012;3.1989;92.7197;0.7077;0.220;0.303;99.263;0.255;0.256;-0.034;6;1.3782;-0.5274;4;F-MOUTHBAR
F-4;3322.00;40.7206;0.2190;2.1973;3.1567;92.9743;0.7163;0.234;0.302;73.006;0.257;0.259;-0.040;6;1.3790;-0.4986;4;F-MOUTHBAR
F-4;3322.25;39.6996;0.2206;2.2009;3.1395;93.0194;0.7268;0.240;0.301;59.977;0.254;0.257;-0.036;6;1.3835;-0.4815;4;F-MOUTHBAR
F-4;3322.50;38.6786;0.2222;2.2045;3.1566;93.0645;0.7370;0.231;0.297;72.005;0.253;0.255;-0.032;6;1.3880;-0.4784;4;F-MOUTHBAR
F-4;3322.75;38.4778;0.2238;2.2279;3.1272;91.8784;0.7646;0.227;0.294;75.630;0.250;0.241;-0.017;6;1.1734;-0.4209;4;F-MOUTHBAR
F-4;3323.00;38.2770;0.2254;2.2513;3.1162;90.6924;0.7904;0.232;0.300;55.134;0.239;0.228;-0.002;6;0.9587;-0.3995;4;F-MOUTHBAR
F-4;3323.25;39.3994;0.2256;2.2148;3.1554;90.7227;0.7952;0.225;0.302;63.724;0.238;0.249;-0.023;6;1.1775;-0.4246;4;F-MOUTHBAR
F-4;3323.50;40.5218;0.2257;2.1783;3.1724;90.7531;0.7998;0.235;0.272;66.204;0.254;0.270;-0.044;6;1.3948;-0.4338;4;F-MOUTHBAR
F-4;3323.75;40.3870;0.2275;2.1808;3.2321;91.8471;0.8033;0.240;0.243;70.749;0.264;0.268;-0.041;6;1.5006;-0.4820;4;F-MOUTHBAR
F-4;3324.00;40.2522;0.2294;2.1834;3.2246;92.9411;0.8068;0.238;0.241;70.115;0.260;0.267;-0.037;6;1.6072;-0.4721;4;F-MOUTHBAR
F-4;3324.25;40.4889;0.2307;2.1818;3.2133;93.2242;0.8125;0.235;0.235;77.940;0.262;0.268;-0.037;6;1.6602;-0.4503;4;F-MOUTHBAR
