Well;Depth;GR;NPHI;RHOB;PEF;DT;RD_LOG;VSH;SW;KLOGH;PHIF;PHID;N-D;Cluster_all;PCA_1;PCA_2;Id_discreto;Lithofacies
F-5;3606.78;17.7333;0.1740;2.2055;2.7528;87.0039;1.9063;0.1107;0.081;728.688;0.232;0.254;-0.080;5;0.1197;1.5414;3;F-TIDAL CHANNEL
F-5;3607.03;17.6977;0.1645;2.2200;3.0328;86.9028;1.9214;0.1104;0.084;622.023;0.223;0.246;-0.081;5;-0.1113;1.2224;3;F-TIDAL CHANNEL
F-5;3607.28;16.8912;0.1841;2.2118;2.8742;85.7059;1.9146;0.1034;0.081;876.033;0.234;0.250;-0.066;5;0.1170;1.5434;3;F-TIDAL CHANNEL
F-5;3607.53;16.9539;0.1709;2.2099;2.9497;86.6428;1.9344;0.1040;0.082;795.564;0.229;0.251;-0.081;5;0.0166;1.4362;3;F-TIDAL CHANNEL
F-5;3607.78;13.7454;0.1698;2.2003;2.5921;86.5336;1.9494;0.0760;0.080;1495.644;0.232;0.257;-0.087;5;0.0408;2.2817;3;F-TIDAL CHANNEL
F-5;3608.03;12.5307;0.1748;2.2000;2.6421;86.7347;1.9618;0.0655;0.078;1925.463;0.234;0.257;-0.082;5;0.1305;2.5558;3;F-TIDAL CHANNEL
F-5;3608.28;12.9757;0.1736;2.2001;2.6657;87.3335;1.9668;0.0693;0.078;1771.986;0.234;0.257;-0.084;5;0.1649;2.4292;3;F-TIDAL CHANNEL
F-5;3608.53;12.3765;0.1774;2.2101;3.0489;87.7022;1.9784;0.0641;0.078;1893.643;0.232;0.251;-0.074;5;0.1930;2.1751;3;F-TIDAL CHANNEL
F-5;3608.78;14.6604;0.1646;2.2267;2.7647;88.8141;1.9776;0.0839;0.081;1062.644;0.221;0.242;-0.077;5;0.0105;1.8413;3;F-TIDAL CHANNEL
F-5;3609.03;16.9372;0.1939;2.2368;2.9330;88.2788;1.9908;0.1038;0.079;793.801;0.229;0.236;-0.042;5;0.3369;1.5072;3;F-TIDAL CHANNEL
F-5;3609.28;16.7972;0.1804;2.2206;2.7225;86.3484;1.9863;0.1026;0.079;816.752;0.229;0.245;-0.065;5;0.0674;1.7129;3;F-TIDAL CHANNEL
F-5;3609.53;16.3482;0.1765;2.1998;2.4480;85.3684;2.0036;0.0987;0.077;980.678;0.235;0.257;-0.081;5;0.0457;2.1005;3;F-TIDAL CHANNEL
F-5;3609.78;16.8000;0.1819;2.1902;2.5027;85.1184;2.0233;0.1026;0.076;1000.955;0.240;0.263;-0.081;5;0.1591;2.0845;3;F-TIDAL CHANNEL
F-5;3610.03;16.0170;0.1791;2.1899;2.4592;84.7973;2.0197;0.0959;0.077;1127.653;0.239;0.263;-0.084;5;0.0910;2.2116;3;F-TIDAL CHANNEL
F-5;3610.28;15.4211;0.1933;2.1850;2.9363;84.2222;2.0025;0.0906;0.075;1440.098;0.247;0.266;-0.072;5;0.2755;1.9785;3;F-TIDAL CHANNEL
F-5;3610.53;14.4502;0.1815;2.2098;2.5760;84.8990;2.0317;0.0821;0.079;1362.444;0.233;0.251;-0.070;5;0.0167;2.2841;3;F-TIDAL CHANNEL
F-5;3610.78;13.2787;0.1785;2.2260;2.7489;83.5142;2.0374;0.0719;0.080;1485.194;0.227;0.242;-0.064;5;-0.2422;2.2185;3;F-TIDAL CHANNEL
F-5;3611.03;14.4202;0.1760;2.2483;2.8138;81.7139;2.0128;0.0819;0.084;1037.014;0.218;0.230;-0.054;5;-0.5607;1.8132;3;F-TIDAL CHANNEL
F-5;3611.28;16.3510;0.1767;2.2707;3.2518;84.8374;1.9952;0.0987;0.085;628.384;0.211;0.217;-0.040;5;-0.4074;1.0996;3;F-TIDAL CHANNEL
F-5;3611.53;18.2796;0.1926;2.2800;3.1619;86.5872;2.0176;0.1154;0.085;469.899;0.214;0.211;-0.019;5;-0.0753;1.0916;3;F-TIDAL CHANNEL
F-5;3611.78;18.2182;0.1781;2.2765;3.3712;86.4131;2.0086;0.1149;0.087;438.151;0.209;0.213;-0.035;5;-0.2814;0.8670;3;F-TIDAL CHANNEL
F-5;3612.03;17.7057;0.1664;2.2500;3.3367;86.3548;2.0036;0.1105;0.084;519.203;0.214;0.229;-0.062;5;-0.3044;0.9518;3;F-TIDAL CHANNEL
F-5;3612.28;18.5629;0.1706;2.2463;3.3115;85.7118;1.9929;0.1179;0.085;470.725;0.217;0.231;-0.060;5;-0.2757;0.9295;3;F-TIDAL CHANNEL
F-5;3612.53;17.8692;0.1618;2.2500;3.6925;84.9373;2.0354;0.1119;0.086;491.994;0.212;0.229;-0.067;5;-0.4933;0.6366;3;F-TIDAL CHANNEL
F-5;3612.78;14.6044;0.1618;2.2411;3.4067;83.1752;2.0342;0.0835;0.083;935.976;0.215;0.234;-0.072;5;-0.5996;1.2164;3;F-TIDAL CHANNEL
F-5;3613.03;14.1807;0.1648;2.2499;3.6118;83.7280;2.0293;0.0798;0.085;971.038;0.213;0.229;-0.064;5;-0.5599;1.0477;3;F-TIDAL CHANNEL
F-5;3613.28;14.8981;0.1612;2.2500;3.4903;85.2913;2.0323;0.0860;0.086;832.135;0.212;0.229;-0.067;5;-0.4769;1.0632;3;F-TIDAL CHANNEL
F-5;3613.53;17.2752;0.1618;2.2500;3.2757;85.0353;1.9824;0.1068;0.087;547.784;0.212;0.229;-0.067;5;-0.4859;1.0070;3;F-TIDAL CHANNEL
F-5;3613.78;18.2978;0.1622;2.2500;3.6281;81.5018;1.9712;0.1158;0.088;452.193;0.212;0.229;-0.066;5;-0.7827;0.6028;3;F-TIDAL CHANNEL
F-5;3614.03;16.2254;0.1589;2.2487;3.2151;80.0200;1.9642;0.0976;0.089;649.216;0.211;0.229;-0.070;5;-0.9547;1.1171;3;F-TIDAL CHANNEL
F-5;3614.28;14.0696;0.1669;2.2476;3.6842;83.4000;1.9545;0.0788;0.089;1032.551;0.215;0.230;-0.063;5;-0.5445;0.9496;3;F-TIDAL CHANNEL
F-5;3614.53;15.9006;0.1644;2.2500;3.4111;85.1857;1.9407;0.0948;0.092;718.965;0.213;0.229;-0.064;5;-0.4376;0.9628;3;F-TIDAL CHANNEL
F-5;3614.78;19.3473;0.1659;2.2504;3.5593;84.3426;1.9188;0.1248;0.093;385.104;0.213;0.228;-0.063;5;-0.4844;0.5654;3;F-TIDAL CHANNEL
F-5;3615.03;18.4613;0.1570;2.2532;3.7363;82.6847;1.9283;0.1170;0.096;415.288;0.209;0.227;-0.070;5;-0.7747;0.4335;3;F-TIDAL CHANNEL
F-5;3615.28;18.6528;0.1736;2.2468;3.3118;83.6014;1.9299;0.1187;0.095;472.101;0.218;0.230;-0.057;5;-0.4166;0.8667;3;F-TIDAL CHANNEL
F-5;3615.53;18.3595;0.1573;2.2400;3.6124;86.4026;1.9248;0.1162;0.097;459.498;0.214;0.234;-0.077;5;-0.3738;0.5757;3;F-TIDAL CHANNEL
F-5;3615.78;17.9461;0.1754;2.2401;3.1272;86.3787;1.9290;0.1126;0.095;565.567;0.221;0.234;-0.059;5;-0.1136;1.1027;3;F-TIDAL CHANNEL
F-5;3616.03;17.9607;0.1663;2.2526;3.1553;85.5719;1.9240;0.1127;0.100;487.638;0.213;0.227;-0.061;5;-0.3879;1.0160;3;F-TIDAL CHANNEL
F-5;3616.28;18.8682;0.1666;2.2688;3.8676;82.0502;1.9347;0.1206;0.104;375.677;0.207;0.218;-0.051;5;-0.7791;0.2907;3;F-TIDAL CHANNEL
F-5;3616.53;18.7904;0.1527;2.2960;3.6658;79.4242;1.9489;0.1200;0.112;288.483;0.193;0.202;-0.050;5;-1.3654;0.4284;3;F-TIDAL CHANNEL
F-5;3616.78;16.2807;0.1377;2.3281;3.0752;78.6425;1.9455;0.0981;0.121;334.695;0.176;0.184;-0.046;5;-1.8415;1.0020;3;F-TIDAL CHANNEL
F-5;3617.03;15.3257;0.1387;2.2958;3.1842;78.3529;1.9343;0.0897;0.114;486.900;0.187;0.202;-0.064;5;-1.6668;0.9993;3;F-TIDAL CHANNEL
F-5;3617.28;15.7669;0.1464;2.2700;2.8438;79.8776;1.9187;0.0936;0.107;560.639;0.199;0.217;-0.071;5;-1.2731;1.3498;3;F-TIDAL CHANNEL
F-5;3617.53;14.8457;0.1535;2.2593;3.3459;81.6390;1.9254;0.0855;0.104;748.105;0.206;0.223;-0.070;5;-0.9577;1.0283;3;F-TIDAL CHANNEL
F-5;3617.78;14.2727;0.1638;2.2429;3.4897;82.1588;1.9119;0.0806;0.100;990.956;0.215;0.233;-0.069;5;-0.6691;1.0561;3;F-TIDAL CHANNEL
F-5;3618.03;15.7252;0.1687;2.2498;3.4109;79.6325;1.8959;0.0933;0.100;759.353;0.215;0.229;-0.060;5;-0.8527;0.9468;3;F-TIDAL CHANNEL
F-5;3618.28;15.7885;0.1566;2.2500;3.2547;78.3241;1.9018;0.0939;0.101;681.492;0.210;0.229;-0.072;5;-1.1427;1.0409;3;F-TIDAL CHANNEL
F-5;3618.53;12.8836;0.1562;2.2563;3.0337;80.0723;1.9114;0.0686;0.102;1113.108;0.207;0.225;-0.069;5;-1.0396;1.5630;3;F-TIDAL CHANNEL
F-5;3618.78;13.2412;0.1502;2.2600;3.0843;81.6514;1.9143;0.0717;0.102;964.804;0.204;0.223;-0.073;5;-1.0117;1.4132;3;F-TIDAL CHANNEL
F-5;3619.03;16.3177;0.1757;2.2600;3.3373;82.1504;1.9033;0.0985;0.097;675.253;0.214;0.223;-0.047;5;-0.5917;0.9618;3;F-TIDAL CHANNEL
F-5;3619.28;17.4079;0.1643;2.2600;3.1848;82.8429;1.9010;0.1079;0.098;506.900;0.209;0.223;-0.059;5;-0.6960;0.9795;3;F-TIDAL CHANNEL
F-5;3619.53;16.2221;0.1465;2.2580;2.8700;83.3430;1.9269;0.0976;0.101;558.889;0.203;0.224;-0.078;5;-0.9028;1.3327;3;F-TIDAL CHANNEL
F-5;3619.78;16.6788;0.1703;2.2497;3.2161;82.9100;1.9307;0.1016;0.096;644.646;0.215;0.229;-0.058;5;-0.5446;1.0792;3;F-TIDAL CHANNEL
F-5;3620.03;18.1507;0.1632;2.2352;3.2875;83.6781;1.9415;0.1143;0.096;514.153;0.218;0.237;-0.074;5;-0.4953;0.9309;3;F-TIDAL CHANNEL
F-5;3620.28;19.5958;0.1609;2.2400;3.5215;85.7780;1.9354;0.1270;0.097;378.411;0.215;0.234;-0.073;5;-0.3729;0.6121;3;F-TIDAL CHANNEL
F-5;3620.53;17.0280;0.1632;2.2476;3.3610;82.7268;1.9482;0.1046;0.097;583.928;0.213;0.230;-0.067;5;-0.6510;0.9199;3;F-TIDAL CHANNEL
F-5;3620.78;13.9806;0.1743;2.2541;3.8163;83.6406;1.9488;0.0780;0.096;1059.331;0.216;0.226;-0.052;5;-0.4538;0.8414;3;F-TIDAL CHANNEL
F-5;3621.03;14.1615;0.1758;2.2700;3.0873;83.8423;1.9415;0.0797;0.098;930.162;0.211;0.217;-0.041;5;-0.5062;1.4130;3;F-TIDAL CHANNEL
F-5;3621.28;15.0817;0.1547;2.2700;3.2156;84.4574;1.9453;0.0877;0.102;675.273;0.202;0.217;-0.062;5;-0.7589;1.1163;3;F-TIDAL CHANNEL
F-5;3621.53;13.6222;0.1722;2.2600;3.1342;83.0398;1.9463;0.0750;0.098;1065.371;0.213;0.223;-0.051;5;-0.5709;1.4714;3;F-TIDAL CHANNEL
F-5;3621.78;13.6988;0.1787;2.2600;3.3028;80.0927;1.9316;0.0756;0.097;1099.218;0.215;0.223;-0.044;5;-0.7300;1.3256;3;F-TIDAL CHANNEL
F-5;3622.03;14.4883;0.1662;2.2639;3.5424;78.5093;1.9352;0.0826;0.099;856.147;0.209;0.221;-0.054;5;-1.0697;0.9346;3;F-TIDAL CHANNEL
F-5;3622.28;14.1557;0.1760;2.2600;3.6093;79.0108;1.9294;0.0796;0.097;992.041;0.214;0.223;-0.047;5;-0.8618;0.9644;3;F-TIDAL CHANNEL
F-5;3622.53;15.2649;0.1603;2.2600;3.4389;80.6980;1.9217;0.0895;0.099;726.351;0.208;0.223;-0.063;5;-0.9430;0.9234;3;F-TIDAL CHANNEL
F-5;3622.78;15.9322;0.1616;2.2549;2.9388;80.3108;1.9076;0.0951;0.100;669.278;0.210;0.226;-0.064;5;-0.9267;1.3289;3;F-TIDAL CHANNEL
F-5;3623.03;15.0126;0.1542;2.2695;3.2108;81.2197;1.8915;0.0870;0.103;681.656;0.202;0.217;-0.063;5;-1.0424;1.0710;3;F-TIDAL CHANNEL
F-5;3623.28;14.5381;0.1558;2.2781;3.1870;83.5437;1.8798;0.0829;0.105;712.048;0.200;0.213;-0.057;5;-0.8694;1.1029;3;F-TIDAL CHANNEL
F-5;3623.53;16.2670;0.1601;2.2601;2.9402;79.1175;1.8656;0.0980;0.105;607.064;0.208;0.223;-0.063;5;-1.0809;1.2408;3;F-TIDAL CHANNEL
F-5;3623.78;18.1389;0.1424;2.2726;2.9551;77.6845;1.8313;0.1143;0.114;351.978;0.196;0.216;-0.073;5;-1.5311;1.0099;3;F-TIDAL CHANNEL
F-5;3624.03;18.6195;0.1258;2.3374;3.9019;76.6331;1.7625;0.1184;0.133;190.451;0.168;0.179;-0.053;5;-2.2375;-0.0469;3;F-TIDAL CHANNEL
F-5;3624.28;18.0526;0.0989;2.4721;3.7267;69.5251;1.7431;0.1135;0.191;77.404;0.111;0.102;-0.003;5;-4.0222;0.0140;3;F-TIDAL CHANNEL
F-5;3624.53;16.7725;0.0648;2.5897;3.5607;63.8424;1.6811;0.1023;0.322;33.957;0.057;0.034;0.031;5;-5.6913;0.0733;3;F-TIDAL CHANNEL
F-5;3624.78;15.5733;0.0803;2.5555;3.6547;67.8991;1.6145;0.0919;0.296;60.782;0.074;0.054;0.026;5;-4.9203;-0.0612;3;F-TIDAL CHANNEL
F-5;3625.03;15.6182;0.0996;2.4300;3.6564;66.6984;1.5692;0.0923;0.195;149.566;0.125;0.126;-0.026;5;-4.0165;-0.0448;3;F-TIDAL CHANNEL
F-5;3625.28;16.0260;0.0855;2.3816;3.7182;60.1518;1.5466;0.0960;0.200;168.564;0.136;0.154;-0.068;5;-4.5052;-0.1109;3;F-TIDAL CHANNEL
F-5;3625.53;14.2017;0.0944;2.4143;4.0435;64.8307;1.4876;0.0800;0.200;204.054;0.129;0.135;-0.040;5;-4.1649;-0.4446;3;F-TIDAL CHANNEL
F-5;3625.78;13.9041;0.1079;2.4014;4.2852;76.0941;1.3859;0.0773;0.212;261.731;0.138;0.142;-0.034;5;-2.9236;-0.7283;3;F-TIDAL CHANNEL
F-5;3626.03;21.7987;0.1290;2.3786;4.0271;79.2037;1.2957;0.1460;0.202;89.987;0.155;0.155;-0.026;5;-2.2020;-0.7044;3;F-TIDAL CHANNEL
F-5;3626.28;33.8987;0.1507;2.3947;3.6654;73.2016;1.2327;0.2513;0.208;13.701;0.158;0.146;0.005;5;-2.4742;-0.4894;3;F-TIDAL CHANNEL
F-5;3626.53;47.0155;0.1829;2.4313;3.9068;72.3009;1.2019;0.3653;0.220;1.045;0.153;0.125;0.058;0;-2.2706;-0.7518;6;F-LOWER SHOREFACE
F-5;3626.78;60.2013;0.1887;2.4249;3.6340;74.6915;1.2805;0.4800;0.294;0.083;0.154;0.129;0.060;0;-1.9190;-0.4220;6;F-LOWER SHOREFACE
F-5;3627.03;66.9853;0.2047;2.3720;3.3810;75.5975;1.2795;0.5390;0.295;0.045;0.187;0.159;0.046;0;-1.2895;-0.1901;6;F-LOWER SHOREFACE
F-5;3627.28;67.4217;0.2094;2.3492;3.4578;75.1249;1.1990;0.5428;0.344;0.049;0.197;0.172;0.038;0;-1.1290;-0.3419;6;F-LOWER SHOREFACE
F-5;3627.53;64.1684;0.2253;2.3261;3.2827;75.0277;1.2206;0.5145;0.348;0.128;0.211;0.185;0.040;0;-0.7781;-0.1588;6;F-LOWER SHOREFACE
F-5;3627.78;59.6960;0.2310;2.2931;3.0881;77.1514;1.1720;0.4756;0.340;0.375;0.225;0.204;0.027;2;-0.3293;-0.0284;6;F-LOWER SHOREFACE
F-5;3628.03;54.7930;0.2332;2.2601;3.0891;78.9403;1.1391;0.4329;0.331;1.002;0.237;0.223;0.010;2;0.0389;-0.0620;6;F-LOWER SHOREFACE
F-5;3628.28;51.2190;0.2405;2.2501;2.9928;77.4261;1.0960;0.4019;0.333;2.180;0.243;0.229;0.012;1;0.0661;-0.0159;6;F-LOWER SHOREFACE
F-5;3628.53;51.4964;0.2437;2.2627;2.9406;77.1516;1.1449;0.4043;0.305;1.925;0.240;0.221;0.022;1;0.0166;0.0813;6;F-LOWER SHOREFACE
F-5;3628.78;52.2966;0.2390;2.2700;3.1179;75.3456;1.2735;0.4113;0.248;1.536;0.236;0.217;0.022;0;-0.2482;0.0473;6;F-LOWER SHOREFACE
F-5;3629.03;49.5262;0.2214;2.2756;2.9641;75.3359;1.2339;0.3871;0.229;2.152;0.227;0.214;0.007;1;-0.5429;0.1495;6;F-LOWER SHOREFACE
F-5;3629.28;48.6872;0.1881;2.3317;3.1176;78.1592;1.3910;0.3799;0.158;1.371;0.194;0.182;0.006;2;-1.1108;0.1658;6;F-LOWER SHOREFACE
F-5;3629.53;42.0028;0.1814;2.4041;3.5300;77.5888;1.6980;0.3213;0.042;2.850;0.167;0.140;0.041;0;-1.6886;0.0963;6;F-LOWER SHOREFACE
F-5;3629.78;29.3206;0.1701;2.3618;3.7029;78.3114;1.9676;0.2116;0.038;38.500;0.177;0.165;0.006;3;-1.5693;0.2342;6;F-LOWER SHOREFACE
F-5;3630.03;22.7426;0.1551;2.2900;3.1591;79.4869;1.6742;0.1543;0.031;151.509;0.196;0.206;-0.051;3;-1.2831;0.5203;6;F-LOWER SHOREFACE
F-5;3630.28;24.8195;0.1607;2.3023;3.4223;77.5100;2.2384;0.1724;0.021;99.679;0.194;0.199;-0.038;3;-1.4392;0.8092;6;F-LOWER SHOREFACE
F-5;3630.53;27.4952;0.1562;2.3515;3.7682;78.4961;2.3010;0.1956;0.023;43.893;0.175;0.171;-0.014;3;-1.6996;0.5138;6;F-LOWER SHOREFACE
F-5;3630.78;30.3303;0.1705;2.3698;3.6913;81.2170;2.3010;0.2203;0.023;25.850;0.174;0.160;0.010;3;-1.3575;0.5717;6;F-LOWER SHOREFACE
F-5;3631.03;32.1982;0.1717;2.3467;3.7339;81.8241;2.3010;0.2365;0.022;21.526;0.183;0.173;-0.002;3;-1.1507;0.5294;6;F-LOWER SHOREFACE
F-5;3631.28;34.4512;0.1795;2.3496;3.2672;79.8331;2.3010;0.2561;0.022;15.922;0.185;0.172;0.008;3;-1.2213;0.9552;6;F-LOWER SHOREFACE
F-5;3631.53;39.0250;0.1848;2.3983;3.6255;76.3194;1.8860;0.2958;0.024;5.054;0.170;0.144;0.041;0;-1.7203;0.1993;6;F-LOWER SHOREFACE
F-5;3631.78;46.1060;0.1814;2.4361;3.8252;75.6372;1.7711;0.3572;0.037;0.933;0.135;0.122;0.059;0;-2.0344;-0.1033;6;F-LOWER SHOREFACE
F-5;3632.03;54.9472;0.1760;2.4498;3.9040;76.4579;1.6765;0.4343;0.129;0.178;0.139;0.114;0.062;0;-2.1055;-0.2717;6;F-LOWER SHOREFACE
F-5;3632.28;59.7225;0.1898;2.4412;4.0074;76.5224;1.3184;0.4759;0.268;0.047;0.119;0.119;0.071;0;-1.8404;-0.7278;6;F-LOWER SHOREFACE
F-5;3632.53;59.7651;0.2027;2.4098;3.6290;73.2388;1.2854;0.4762;0.323;0.065;0.137;0.137;0.066;0;-1.7537;-0.4125;6;F-LOWER SHOREFACE
F-5;3632.78;60.1184;0.1858;2.3573;3.5433;72.4855;1.1427;0.4793;0.304;0.146;0.185;0.167;0.018;0;-1.7604;-0.4773;6;F-LOWER SHOREFACE
F-5;3633.03;60.8832;0.2126;2.3244;3.3989;78.0518;1.0462;0.4860;0.334;0.194;0.207;0.186;0.027;2;-0.6987;-0.4415;6;F-LOWER SHOREFACE
F-5;3633.28;58.5093;0.2064;2.3341;3.3294;79.7983;0.9940;0.4652;0.355;0.268;0.201;0.181;0.026;0;-0.6989;-0.4300;6;F-LOWER SHOREFACE
F-5;3633.53;57.4782;0.2098;2.3392;3.4939;78.7833;0.9365;0.4564;0.360;0.315;0.201;0.178;0.032;0;-0.7682;-0.6394;6;F-LOWER SHOREFACE
F-5;3633.78;55.7781;0.2226;2.3161;3.4051;78.6090;0.9245;0.4415;0.363;0.550;0.214;0.191;0.032;0;-0.4663;-0.5695;6;F-LOWER SHOREFACE
F-5;3634.03;54.3556;0.2006;2.3298;3.4528;76.6544;0.8890;0.4290;0.380;0.549;0.200;0.183;0.018;0;-1.0370;-0.6492;6;F-LOWER SHOREFACE
F-5;3634.28;54.4162;0.2077;2.3501;3.5291;76.7120;0.8703;0.4297;0.393;0.501;0.196;0.171;0.036;0;-1.0460;-0.7384;6;F-LOWER SHOREFACE
F-5;3634.53;52.4955;0.1907;2.3822;3.4486;76.7517;0.8779;0.4130;0.382;0.512;0.178;0.153;0.038;0;-1.4794;-0.6566;6;F-LOWER SHOREFACE
F-5;3634.78;50.2944;0.1795;2.4229;3.4865;78.6031;0.8439;0.3938;0.385;0.543;0.160;0.130;0.050;0;-1.7225;-0.7257;6;F-LOWER SHOREFACE
F-5;3635.03;48.6251;0.1859;2.4670;3.8861;78.2528;0.8582;0.3793;0.485;0.292;0.107;0.105;0.081;0;-1.9176;-1.0795;6;F-LOWER SHOREFACE
F-5;3635.28;46.7405;0.1638;2.5064;3.5137;79.3284;0.8815;0.3630;0.554;0.246;0.082;0.082;0.082;6;-2.3783;-0.7131;6;F-LOWER SHOREFACE
F-5;3635.53;42.5585;0.1629;2.5321;4.4040;80.9637;0.8622;0.3269;0.588;0.403;0.068;0.068;0.095;0;-2.4068;-1.5523;6;F-LOWER SHOREFACE
F-5;3635.78;39.7130;0.1377;2.5482;6.0233;81.1877;0.8549;0.3019;0.671;0.561;0.058;0.058;0.080;0;-2.8529;-3.0509;6;F-LOWER SHOREFACE
F-5;3636.03;37.6477;0.1256;2.5894;6.1079;73.8975;0.8581;0.2838;0.950;0.528;0.035;0.035;0.091;0;-3.8995;-3.1256;6;F-LOWER SHOREFACE
F-5;3636.28;37.8737;0.1115;2.6200;6.2239;79.8488;0.8505;0.2859;1.000;0.367;0.017;0.017;0.094;4;-3.7686;-3.2402;6;F-LOWER SHOREFACE
F-5;3636.53;38.3301;0.1096;2.5976;5.9215;74.0094;0.8860;0.2898;1.000;0.431;0.030;0.030;0.080;4;-4.1691;-2.9259;6;F-LOWER SHOREFACE
F-5;3636.78;33.7898;0.1174;2.5074;3.3535;73.7070;0.8904;0.2504;0.452;4.301;0.106;0.081;0.036;0;-3.5679;-0.5537;6;F-LOWER SHOREFACE
F-5;3637.03;33.9653;0.1429;2.3799;3.6306;76.9127;0.9294;0.2519;0.300;10.299;0.160;0.154;-0.011;0;-2.1823;-0.7653;6;F-LOWER SHOREFACE
F-5;3637.28;36.3408;0.1859;2.2864;3.3105;81.5461;0.9484;0.2726;0.237;16.809;0.209;0.208;-0.022;7;-0.6114;-0.4467;6;F-LOWER SHOREFACE
F-5;3637.53;38.9176;0.1962;2.2468;3.0108;80.2722;0.9688;0.2949;0.229;14.648;0.227;0.230;-0.034;7;-0.3373;-0.1517;6;F-LOWER SHOREFACE
F-5;3637.78;41.5663;0.2022;2.2588;2.9648;83.2339;0.9799;0.3180;0.241;8.658;0.225;0.223;-0.021;7;-0.0593;-0.1024;6;F-LOWER SHOREFACE
F-5;3638.03;41.8779;0.2238;2.2918;3.1396;87.5517;0.9749;0.3207;0.249;7.833;0.222;0.205;0.019;7;0.4370;-0.2690;6;F-LOWER SHOREFACE
F-5;3638.28;43.0980;0.2110;2.2879;3.1241;84.5324;0.9800;0.3313;0.267;5.849;0.219;0.207;0.004;7;0.0152;-0.2510;6;F-LOWER SHOREFACE
F-5;3638.53;45.3082;0.2231;2.2625;2.9746;88.2370;0.9677;0.3505;0.263;5.041;0.232;0.222;0.002;7;0.6617;-0.1263;6;F-LOWER SHOREFACE
F-5;3638.78;46.6695;0.2178;2.2554;3.0139;87.2399;0.9450;0.3623;0.272;4.012;0.232;0.226;-0.008;7;0.5421;-0.1861;6;F-LOWER SHOREFACE
F-5;3639.03;48.0070;0.2261;2.2730;2.9576;84.0060;0.9297;0.3740;0.275;2.976;0.230;0.215;0.011;7;0.2850;-0.1504;6;F-LOWER SHOREFACE
F-5;3639.28;46.6512;0.2326;2.2820;3.1689;83.3005;0.9060;0.3624;0.282;3.834;0.229;0.210;0.022;7;0.2643;-0.3683;6;F-LOWER SHOREFACE
F-5;3639.53;44.0361;0.2103;2.2755;3.0891;85.5375;0.8924;0.3394;0.287;5.367;0.223;0.214;-0.004;7;0.1651;-0.3074;6;F-LOWER SHOREFACE
F-5;3639.78;41.4874;0.2257;2.2501;3.0247;86.7598;0.8794;0.3172;0.280;11.116;0.237;0.229;-0.003;7;0.6370;-0.2571;6;F-LOWER SHOREFACE
F-5;3640.03;42.2728;0.2164;2.2500;3.0455;84.4102;0.8681;0.3241;0.281;8.974;0.234;0.229;-0.012;7;0.3011;-0.2891;6;F-LOWER SHOREFACE
F-5;3640.28;45.1919;0.2214;2.2464;2.9111;83.3510;0.8519;0.3495;0.278;5.656;0.237;0.231;-0.009;7;0.3088;-0.1840;6;F-LOWER SHOREFACE
F-5;3640.53;45.6206;0.2227;2.2400;2.8902;86.4998;0.8432;0.3534;0.276;5.454;0.240;0.234;-0.012;7;0.6369;-0.1737;6;F-LOWER SHOREFACE
F-5;3640.78;42.6661;0.2249;2.2400;2.9287;88.4597;0.8361;0.3276;0.276;9.509;0.241;0.234;-0.009;7;0.8324;-0.2134;6;F-LOWER SHOREFACE
F-5;3641.03;40.5566;0.2310;2.2372;3.0068;89.2784;0.8328;0.3090;0.275;14.890;0.244;0.236;-0.005;7;1.0042;-0.2848;6;F-LOWER SHOREFACE
F-5;3641.28;42.4751;0.2316;2.2484;2.9665;89.7446;0.8299;0.3259;0.275;9.803;0.240;0.230;0.002;7;0.9918;-0.2543;6;F-LOWER SHOREFACE
F-5;3641.53;40.7189;0.2284;2.2500;2.9539;89.7846;0.8333;0.3106;0.274;14.626;0.239;0.229;0.000;7;0.9362;-0.2358;6;F-LOWER SHOREFACE
F-5;3641.78;38.4158;0.2242;2.2379;3.0409;89.7195;0.8322;0.2906;0.265;20.686;0.241;0.236;-0.011;7;0.9352;-0.3127;6;F-LOWER SHOREFACE
F-5;3642.03;43.4868;0.2305;2.2218;3.0511;89.4549;0.8388;0.3347;0.265;9.896;0.249;0.245;-0.014;7;1.1066;-0.3231;6;F-LOWER SHOREFACE
F-5;3642.28;43.0843;0.2465;2.2149;3.0905;89.6063;0.8377;0.3312;0.256;12.797;0.258;0.249;-0.002;7;1.3919;-0.3585;6;F-LOWER SHOREFACE
F-5;3642.53;38.8491;0.2485;2.2200;3.1229;90.4538;0.8364;0.2943;0.251;25.449;0.257;0.246;0.003;7;1.4568;-0.3806;6;F-LOWER SHOREFACE
F-5;3642.78;40.3968;0.2521;2.2124;3.1069;90.7782;0.8379;0.3078;0.249;20.925;0.261;0.250;0.002;7;1.5840;-0.3675;6;F-LOWER SHOREFACE
F-5;3643.03;41.8305;0.2399;2.2040;3.0974;91.1606;0.8386;0.3203;0.249;15.563;0.259;0.255;-0.015;7;1.4904;-0.3619;6;F-LOWER SHOREFACE
F-5;3643.28;41.4149;0.2494;2.2100;3.1270;91.7697;0.8390;0.3167;0.248;17.183;0.261;0.251;-0.002;7;1.6458;-0.3876;6;F-LOWER SHOREFACE
F-5;3643.53;42.9074;0.2534;2.2032;3.0993;92.0634;0.8399;0.3296;0.245;14.132;0.265;0.255;-0.002;7;1.7715;-0.3634;6;F-LOWER SHOREFACE
